billing_item_id,billing_id,charge_category,charge_type,description,amount,created_at,updated_at,deleted_at
2668,959,move_out,water_share,Final Water Share,175.47,,,
2669,959,move_out,deposit_refund,Security Deposit Refund,-5695.00,,,
2670,960,recurring,rent,Monthly Rent,7087.00,,,
2671,960,recurring,electricity_share,Electricity Share,763.74,,,
2672,960,recurring,water_share,Water Share,223.73,,,
2673,960,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2674,961,move_out,electricity_share,Final Electricity Share,763.74,,,
2675,961,move_out,water_share,Final Water Share,223.73,,,
2676,961,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
2677,962,recurring,rent,Monthly Rent,10883.00,,,
2678,962,recurring,electricity_share,Electricity Share,2367.66,,,
2679,962,recurring,water_share,Water Share,408.79,,,
2680,963,recurring,rent,Monthly Rent,10883.00,,,
2681,963,recurring,electricity_share,Electricity Share,1679.61,,,
2682,963,recurring,water_share,Water Share,357.40,,,
2683,964,recurring,rent,Monthly Rent,10883.00,,,
2684,964,recurring,electricity_share,Electricity Share,1740.70,,,
2685,964,recurring,water_share,Water Share,226.00,,,
2686,965,recurring,rent,Monthly Rent,10883.00,,,
2687,965,recurring,electricity_share,Electricity Share,1632.33,,,
2688,965,recurring,water_share,Water Share,353.97,,,
2689,966,recurring,rent,Monthly Rent,10883.00,,,
2690,966,recurring,electricity_share,Electricity Share,2399.82,,,
2691,966,recurring,water_share,Water Share,392.79,,,
2692,967,recurring,rent,Monthly Rent,10883.00,,,
2693,967,recurring,electricity_share,Electricity Share,1593.36,,,
2694,968,recurring,rent,Monthly Rent,10883.00,,,
2695,968,recurring,electricity_share,Electricity Share,2121.39,,,
2696,968,recurring,water_share,Water Share,280.88,,,
2697,969,recurring,rent,Monthly Rent,10883.00,,,
2698,969,recurring,electricity_share,Electricity Share,2344.05,,,
2699,969,recurring,water_share,Water Share,474.75,,,
2700,970,recurring,rent,Monthly Rent,10883.00,,,
2701,970,recurring,electricity_share,Electricity Share,1480.77,,,
2702,970,recurring,water_share,Water Share,481.42,,,
2703,971,recurring,rent,Monthly Rent,10883.00,,,
2704,971,recurring,electricity_share,Electricity Share,1687.78,,,
2705,971,recurring,water_share,Water Share,224.38,,,
2706,972,recurring,rent,Monthly Rent,10883.00,,,
2707,972,recurring,electricity_share,Electricity Share,1263.41,,,
2708,972,recurring,water_share,Water Share,337.15,,,
2709,973,recurring,rent,Monthly Rent,10883.00,,,
2710,973,recurring,electricity_share,Electricity Share,830.05,,,
2711,973,recurring,water_share,Water Share,172.46,,,
2712,974,move_out,electricity_share,Final Electricity Share,830.05,,,
2713,974,move_out,water_share,Final Water Share,172.46,,,
2714,974,move_out,deposit_refund,Security Deposit Refund,-10883.00,,,
2715,975,recurring,rent,Monthly Rent,10175.00,,,
2716,975,recurring,electricity_share,Electricity Share,1257.48,,,
2717,975,recurring,water_share,Water Share,420.68,,,
2718,976,recurring,rent,Monthly Rent,10175.00,,,
2719,976,recurring,electricity_share,Electricity Share,1687.08,,,
2720,976,recurring,water_share,Water Share,469.16,,,
2721,977,recurring,rent,Monthly Rent,10175.00,,,
2722,977,recurring,electricity_share,Electricity Share,2323.06,,,
2723,978,recurring,rent,Monthly Rent,10175.00,,,
2724,978,recurring,electricity_share,Electricity Share,1683.40,,,
2725,978,recurring,water_share,Water Share,391.18,,,
2726,979,recurring,rent,Monthly Rent,10175.00,,,
2727,979,recurring,electricity_share,Electricity Share,1241.79,,,
2728,980,recurring,rent,Monthly Rent,10175.00,,,
2729,980,recurring,electricity_share,Electricity Share,711.16,,,
2730,981,move_out,electricity_share,Final Electricity Share,711.16,,,
2731,981,move_out,deposit_refund,Security Deposit Refund,-10175.00,,,
2732,982,recurring,rent,Monthly Rent,7087.00,,,
2733,982,recurring,electricity_share,Electricity Share,1913.10,,,
2734,982,recurring,water_share,Water Share,281.19,,,
2735,982,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2736,983,recurring,rent,Monthly Rent,7087.00,,,
2737,983,recurring,electricity_share,Electricity Share,1302.25,,,
2738,983,recurring,water_share,Water Share,388.14,,,
2739,983,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2740,984,recurring,rent,Monthly Rent,7087.00,,,
2741,984,recurring,electricity_share,Electricity Share,1217.56,,,
2742,984,recurring,water_share,Water Share,229.15,,,
2743,984,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2744,985,move_out,electricity_share,Final Electricity Share,1217.56,,,
2745,985,move_out,water_share,Final Water Share,229.15,,,
2746,985,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
2747,986,recurring,rent,Monthly Rent,12829.00,,,
2748,986,recurring,electricity_share,Electricity Share,980.33,,,
2749,986,recurring,water_share,Water Share,138.77,,,
2750,986,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2751,987,recurring,rent,Monthly Rent,12829.00,,,
2752,987,recurring,electricity_share,Electricity Share,891.78,,,
2753,987,recurring,water_share,Water Share,111.54,,,
2754,987,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2755,988,recurring,rent,Monthly Rent,12829.00,,,
2756,988,recurring,electricity_share,Electricity Share,720.95,,,
2757,988,recurring,water_share,Water Share,134.52,,,
2758,988,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2759,989,move_out,electricity_share,Final Electricity Share,720.95,,,
2760,989,move_out,water_share,Final Water Share,134.52,,,
2761,989,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
2762,990,recurring,rent,Monthly Rent,11042.00,,,
2763,990,recurring,electricity_share,Electricity Share,1054.40,,,
2764,990,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2765,991,move_out,electricity_share,Final Electricity Share,1054.40,,,
2766,991,move_out,deposit_refund,Security Deposit Refund,-11042.00,,,
2767,992,recurring,rent,Monthly Rent,12422.00,,,
2768,992,recurring,electricity_share,Electricity Share,1701.36,,,
2769,992,recurring,water_share,Water Share,367.86,,,
2770,993,recurring,rent,Monthly Rent,12422.00,,,
2771,993,recurring,electricity_share,Electricity Share,1718.59,,,
2772,993,recurring,water_share,Water Share,422.02,,,
2773,994,recurring,rent,Monthly Rent,12422.00,,,
2774,994,recurring,electricity_share,Electricity Share,2251.33,,,
2775,995,recurring,rent,Monthly Rent,12422.00,,,
2776,995,recurring,electricity_share,Electricity Share,1616.58,,,
2777,995,recurring,water_share,Water Share,402.32,,,
2778,996,recurring,rent,Monthly Rent,12422.00,,,
2779,996,recurring,electricity_share,Electricity Share,2477.31,,,
2780,996,recurring,water_share,Water Share,207.90,,,
2781,997,recurring,rent,Monthly Rent,12422.00,,,
2782,997,recurring,electricity_share,Electricity Share,654.92,,,
2783,998,move_out,electricity_share,Final Electricity Share,654.92,,,
2784,998,move_out,deposit_refund,Security Deposit Refund,-12422.00,,,
2785,999,recurring,rent,Monthly Rent,9312.00,,,
2786,999,recurring,electricity_share,Electricity Share,2103.39,,,
2787,999,recurring,water_share,Water Share,487.88,,,
2788,999,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2789,1000,recurring,rent,Monthly Rent,9312.00,,,
2790,1000,recurring,electricity_share,Electricity Share,2272.19,,,
2791,1000,recurring,water_share,Water Share,243.73,,,
2792,1000,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2793,1001,recurring,rent,Monthly Rent,9312.00,,,
2794,1001,recurring,electricity_share,Electricity Share,823.29,,,
2795,1001,recurring,water_share,Water Share,225.45,,,
2796,1001,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2797,1002,move_out,electricity_share,Final Electricity Share,823.29,,,
2798,1002,move_out,water_share,Final Water Share,225.45,,,
2799,1002,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
2800,1003,recurring,rent,Monthly Rent,12813.00,,,
2801,1003,recurring,electricity_share,Electricity Share,983.14,,,
2802,1003,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2803,1004,move_out,electricity_share,Final Electricity Share,983.14,,,
2804,1004,move_out,deposit_refund,Security Deposit Refund,-12813.00,,,
2805,1005,recurring,rent,Monthly Rent,12151.00,,,
2806,1005,recurring,electricity_share,Electricity Share,2267.47,,,
2807,1005,recurring,water_share,Water Share,380.01,,,
2808,1006,recurring,rent,Monthly Rent,12151.00,,,
2809,1006,recurring,electricity_share,Electricity Share,2366.52,,,
2810,1006,recurring,water_share,Water Share,254.73,,,
2811,1007,recurring,rent,Monthly Rent,12151.00,,,
2812,1007,recurring,electricity_share,Electricity Share,2343.93,,,
2813,1007,recurring,water_share,Water Share,341.25,,,
2814,1008,recurring,rent,Monthly Rent,12151.00,,,
2815,1008,recurring,electricity_share,Electricity Share,2083.95,,,
2816,1009,recurring,rent,Monthly Rent,12151.00,,,
2817,1009,recurring,electricity_share,Electricity Share,2460.07,,,
2818,1010,recurring,rent,Monthly Rent,12151.00,,,
2819,1010,recurring,electricity_share,Electricity Share,1876.90,,,
2820,1010,recurring,water_share,Water Share,450.13,,,
2821,1011,recurring,rent,Monthly Rent,12151.00,,,
2822,1011,recurring,electricity_share,Electricity Share,2255.25,,,
2823,1011,recurring,water_share,Water Share,461.21,,,
2824,1012,recurring,rent,Monthly Rent,12151.00,,,
2825,1012,recurring,electricity_share,Electricity Share,1457.79,,,
2826,1013,recurring,rent,Monthly Rent,12151.00,,,
2827,1013,recurring,electricity_share,Electricity Share,1343.46,,,
2828,1013,recurring,water_share,Water Share,439.76,,,
2829,1014,recurring,rent,Monthly Rent,12151.00,,,
2830,1014,recurring,electricity_share,Electricity Share,2423.33,,,
2831,1015,recurring,rent,Monthly Rent,12151.00,,,
2832,1015,recurring,electricity_share,Electricity Share,1669.06,,,
2833,1016,recurring,rent,Monthly Rent,12151.00,,,
2834,1016,recurring,electricity_share,Electricity Share,835.77,,,
2835,1016,recurring,water_share,Water Share,130.46,,,
2836,1017,move_out,electricity_share,Final Electricity Share,835.77,,,
2837,1017,move_out,water_share,Final Water Share,130.46,,,
2838,1017,move_out,deposit_refund,Security Deposit Refund,-12151.00,,,
2839,1018,recurring,rent,Monthly Rent,9336.00,,,
2840,1018,recurring,electricity_share,Electricity Share,293.09,,,
2841,1018,recurring,water_share,Water Share,61.59,,,
2842,1018,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2843,1019,move_out,electricity_share,Final Electricity Share,293.09,,,
2844,1019,move_out,water_share,Final Water Share,61.59,,,
2845,1019,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
2846,1020,recurring,rent,Monthly Rent,9336.00,,,
2847,1020,recurring,electricity_share,Electricity Share,293.09,,,
2848,1020,recurring,water_share,Water Share,61.59,,,
2849,1020,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2850,1021,recurring,rent,Monthly Rent,9336.00,,,
2851,1021,recurring,electricity_share,Electricity Share,624.64,,,
2852,1021,recurring,water_share,Water Share,98.25,,,
2853,1021,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2854,1022,recurring,rent,Monthly Rent,9336.00,,,
2855,1022,recurring,electricity_share,Electricity Share,386.63,,,
2856,1022,recurring,water_share,Water Share,90.65,,,
2857,1022,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2858,1023,move_out,electricity_share,Final Electricity Share,386.63,,,
2859,1023,move_out,water_share,Final Water Share,90.65,,,
2860,1023,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
2861,1024,recurring,rent,Monthly Rent,11065.00,,,
2862,1024,recurring,electricity_share,Electricity Share,737.90,,,
2863,1024,recurring,water_share,Water Share,104.28,,,
2864,1024,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2865,1025,move_out,electricity_share,Final Electricity Share,737.90,,,
2866,1025,move_out,water_share,Final Water Share,104.28,,,
2867,1025,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
2868,1026,recurring,rent,Monthly Rent,12813.00,,,
2869,1026,recurring,electricity_share,Electricity Share,1893.76,,,
2870,1027,recurring,rent,Monthly Rent,12813.00,,,
2871,1027,recurring,electricity_share,Electricity Share,1600.62,,,
2872,1028,recurring,rent,Monthly Rent,12813.00,,,
2873,1028,recurring,electricity_share,Electricity Share,1698.36,,,
2874,1028,recurring,water_share,Water Share,300.16,,,
2875,1029,recurring,rent,Monthly Rent,12813.00,,,
2876,1029,recurring,electricity_share,Electricity Share,705.79,,,
2877,1029,recurring,water_share,Water Share,103.56,,,
2878,1030,recurring,rent,Monthly Rent,12813.00,,,
2879,1030,recurring,electricity_share,Electricity Share,955.45,,,
2880,1030,recurring,water_share,Water Share,110.99,,,
2881,1031,recurring,rent,Monthly Rent,12813.00,,,
2882,1031,recurring,electricity_share,Electricity Share,812.48,,,
2883,1031,recurring,water_share,Water Share,238.85,,,
2884,1032,recurring,rent,Monthly Rent,12813.00,,,
2885,1032,recurring,electricity_share,Electricity Share,647.20,,,
2886,1033,recurring,rent,Monthly Rent,12813.00,,,
2887,1033,recurring,electricity_share,Electricity Share,834.93,,,
2888,1034,recurring,rent,Monthly Rent,12813.00,,,
2889,1034,recurring,electricity_share,Electricity Share,852.74,,,
2890,1034,recurring,water_share,Water Share,111.38,,,
2891,1035,recurring,rent,Monthly Rent,12813.00,,,
2892,1035,recurring,electricity_share,Electricity Share,874.98,,,
2893,1035,recurring,water_share,Water Share,142.07,,,
2894,1036,recurring,rent,Monthly Rent,12813.00,,,
2895,1036,recurring,electricity_share,Electricity Share,758.22,,,
2896,1036,recurring,water_share,Water Share,190.24,,,
2897,1037,recurring,rent,Monthly Rent,12813.00,,,
2898,1037,recurring,electricity_share,Electricity Share,639.67,,,
2899,1037,recurring,water_share,Water Share,120.16,,,
2900,1038,move_out,electricity_share,Final Electricity Share,639.67,,,
2901,1038,move_out,water_share,Final Water Share,120.16,,,
2902,1038,move_out,deposit_refund,Security Deposit Refund,-12813.00,,,
2903,1039,recurring,rent,Monthly Rent,13743.00,,,
2904,1039,recurring,electricity_share,Electricity Share,638.12,,,
2905,1039,recurring,water_share,Water Share,179.16,,,
2906,1040,recurring,rent,Monthly Rent,13743.00,,,
2907,1040,recurring,electricity_share,Electricity Share,956.80,,,
2908,1040,recurring,water_share,Water Share,143.63,,,
2909,1041,recurring,rent,Monthly Rent,13743.00,,,
2910,1041,recurring,electricity_share,Electricity Share,1060.96,,,
2911,1042,recurring,rent,Monthly Rent,13743.00,,,
2912,1042,recurring,electricity_share,Electricity Share,889.58,,,
2913,1042,recurring,water_share,Water Share,188.77,,,
2914,1043,recurring,rent,Monthly Rent,13743.00,,,
2915,1043,recurring,electricity_share,Electricity Share,802.99,,,
2916,1043,recurring,water_share,Water Share,187.88,,,
2917,1044,recurring,rent,Monthly Rent,13743.00,,,
2918,1044,recurring,electricity_share,Electricity Share,635.08,,,
2919,1044,recurring,water_share,Water Share,70.66,,,
2920,1045,move_out,electricity_share,Final Electricity Share,635.08,,,
2921,1045,move_out,water_share,Final Water Share,70.66,,,
2922,1045,move_out,deposit_refund,Security Deposit Refund,-13743.00,,,
2923,1046,recurring,rent,Monthly Rent,7355.00,,,
2924,1046,recurring,electricity_share,Electricity Share,820.73,,,
2925,1046,recurring,water_share,Water Share,232.04,,,
2926,1047,recurring,rent,Monthly Rent,7355.00,,,
2927,1047,recurring,electricity_share,Electricity Share,469.86,,,
2928,1047,recurring,water_share,Water Share,121.01,,,
2929,1048,recurring,rent,Monthly Rent,7355.00,,,
2930,1048,recurring,electricity_share,Electricity Share,765.70,,,
2931,1049,recurring,rent,Monthly Rent,7355.00,,,
2932,1049,recurring,electricity_share,Electricity Share,1013.73,,,
2933,1049,recurring,water_share,Water Share,147.71,,,
2934,1050,recurring,rent,Monthly Rent,7355.00,,,
2935,1050,recurring,electricity_share,Electricity Share,752.22,,,
